LATITUDE,LONGITUDE,STATE,LOCALITY,SUBLOCALITY,POSTCODE,PROPERTY_CATEGORY
40.5789553,-74.1138794,New York,New York,Staten Island,10306,building
40.7983883,-73.937888,New York,New York,Manhattan,10035,building
40.6713641,-73.8673475,New York,New York,Brooklyn,11208,building
40.7337965,-73.8620837,New York,New York,Queens,11374,building
40.7142473,-73.8830471,New York,New York,Queens,11379,building
40.638118,-74.073964,New York,New York,Staten Island,10301,building.residential
40.6401806,-73.9429395,New York,New York,Brooklyn,11203,building
40.7118832,-73.947991,New York,New York,Brooklyn,11211,building
40.7479556,-73.8929488,New York,New York,Queens,11372,building
40.5811062,-73.966749,New York,New York,Brooklyn,11235,building.residential
40.7975649,-73.9720384,New York,New York,Manhattan,10025,building
40.6403656,-74.0737574,New York,New York,Staten Island,10301,building.residential
40.7694487,-73.9634625,New York,New York,Manhattan,10021,building
40.6184347,-73.9113421,New York,New York,Brooklyn,11234,building
40.6655513,-73.9922171,New York,New York,Brooklyn,11215,building.residential
40.5874249,-73.9487987,New York,New York,Brooklyn,11235,building.residential
40.880985,-73.9102329,New York,New York,The Bronx,10463,building
40.8101633,-73.9387972,New York,New York,Manhattan,10037,building
40.6500222,-73.844778,New York,New York,Queens,11414,building
40.7753572,-73.9085482,New York,New York,Queens,11105,building
40.5802397,-74.1018122,New York,New York,Staten Island,10306,building
40.7600366,-73.8692081,New York,New York,Queens,11369,building
40.5103369,-74.2424867,New York,New York,Staten Island,10307,
40.743373,-73.983626,New York,New York,Manhattan,10016,building.residential
40.7032131,-73.9845345,New York,New York,Brooklyn,11251,building
40.6105648,-74.1237991,New York,New York,Staten Island,10314,building
40.8166622,-73.8139448,New York,New York,The Bronx,10465,
40.7588081,-73.9647057,New York,New York,Manhattan,10022,building
40.608367,-74.0112145,New York,New York,Brooklyn,11228,building
40.8211582,-73.9445475,New York,New York,Manhattan,10030,building
40.8166622,-73.8139448,New York,New York,The Bronx,10465,
40.6105648,-74.1237991,New York,New York,Staten Island,10314,building
40.646643,-74.011966,New York,New York,Brooklyn,11220,building.residential
40.743373,-73.983626,New York,New York,Manhattan,10016,building.residential
40.7737792,-73.9495867,New York,New York,Manhattan,10028,building.residential
40.5103369,-74.2424867,New York,New York,Staten Island,10307,
40.7032131,-73.9845345,New York,New York,Brooklyn,11251,building
40.7518502,-73.9725168,New York,New York,Manhattan,10017,building
40.7121147,-73.9626871,New York,New York,Brooklyn,11211,building
40.720847,-73.858929,New York,New York,Queens,11374,building
40.6038744,-74.0739123,New York,New York,Staten Island,10305,building
40.792004,-73.9767816,New York,New York,Manhattan,10024,building
40.6184547,-73.9949244,New York,New York,Brooklyn,11204,building
40.8181427,-73.8105454,New York,New York,The Bronx,10465,building
40.611469,-73.954103,New York,New York,Brooklyn,11230,building.residential
40.7284499,-73.8492399,New York,New York,Queens,11375,
40.8998618,-73.852221,New York,New York,The Bronx,10470,building
40.578698,-73.9551566,New York,New York,Brooklyn,11235,building
40.7227148,-73.9993678,New York,New York,Manhattan,10012,
40.7267616,-73.8294609,New York,New York,Queens,11367,building
40.6100159,-74.0754726,New York,New York,Staten Island,10305,building
40.7264779,-73.8093514,New York,New York,Queens,11366,building.residential
40.7267616,-73.8294609,New York,New York,Queens,11367,building
40.6651608,-73.8881575,New York,New York,Brooklyn,11207,building
40.5945609,-74.1596635,New York,New York,Staten Island,10314,building.residential
40.7416665,-73.8173924,New York,New York,Queens,11355,building
40.7847793,-73.9778528,New York,New York,Manhattan,10024,building
40.7741978,-73.8256676,New York,New York,Queens,11354,
40.7398873,-73.8506134,New York,New York,Queens,11368,building
40.757489,-73.9116062,New York,New York,Queens,11103,building
40.7688045,-73.9862514,New York,New York,Manhattan,10019,building
40.6899814,-73.8185297,New York,New York,Queens,11419,building.residential
40.8462523,-73.8671523,New York,New York,The Bronx,10462,building
40.6762428,-73.7945184,New York,New York,Queens,11436,building
40.7957436,-73.9699861,New York,New York,Manhattan,10025,building
40.6180243,-73.9971092,New York,New York,Brooklyn,11204,building
40.6339914,-73.9689071,New York,New York,Brooklyn,11230,
40.6781645,-73.9185084,New York,New York,Brooklyn,11233,building
40.7714035,-73.733393,New York,New York,Queens,11362,
40.6799762,-73.9787904,New York,New York,Brooklyn,11217,building
40.7568337,-73.715194,New York,New York,Queens,11004,building
40.7877465,-73.7810708,New York,New York,Queens,11360,
40.7691484,-73.9073703,New York,New York,Queens,11105,building
40.7478785,-73.9444755,New York,New York,Queens,11101,building.residential
40.7318958,-73.8599645,New York,New York,Queens,11374,building
40.6779035,-73.799284,New York,New York,Queens,11436,building.residential
40.5799535,-73.9383472,New York,New York,Brooklyn,11235,building.residential
40.7535399,-73.8868899,New York,New York,Queens County,11372,
40.64539,-73.8897652,New York,New York,Brooklyn,11236,building
40.6946221,-73.9969945,New York,New York,Brooklyn,11201,building.residential
40.6115517,-73.9061979,New York,New York,Brooklyn,11234,building.residential
40.8850441,-73.8562999,New York,New York,The Bronx,10466,building
40.736926,-73.8577614,New York,New York,Queens,11368,building.residential
40.7568337,-73.715194,New York,New York,Queens,11004,building
40.620502,-74.0396973,New York,New York,Brooklyn,11209,building.residential
40.6337679,-74.0305471,New York,New York,Brooklyn,11209,building
40.5787747,-73.9401956,New York,New York,Brooklyn,11235,building
40.6678086,-73.8739629,New York,New York,Brooklyn,11208,building
40.6463635,-73.9325263,New York,New York,Brooklyn,11203,
40.7654814,-73.8178731,New York,New York,Queens,11362,public_transport.bus
40.6678086,-73.8739629,New York,New York,Brooklyn,11208,building
40.6463635,-73.9325263,New York,New York,Brooklyn,11203,
40.7654814,-73.8178731,New York,New York,Queens,11362,public_transport.bus
40.6163434,-74.0377889,New York,New York,Brooklyn,11209,building.residential
40.6749628,-73.9401841,New York,New York,Brooklyn,11213,building
40.6276713,-74.1423518,New York,New York,Staten Island,10302,
40.6299335,-74.0999243,New York,New York,Staten Island,10301,building
40.7465758,-73.9569744,New York,New York,Queens,11101,building.residential
40.699914,-73.936622,New York,New York,Bushwick,11206,
40.8819273,-73.9172822,New York,New York,The Bronx,10463,building
40.7560001,-73.8293002,New York,New York,Queens,11355,
40.681047,-73.754428,New York,New York,Queens,11413,building
40.8224272,-73.8900397,New York,New York,The Bronx,10459,building
40.8245968,-73.8898403,New York,New York,The Bronx,10459,building
40.7436792,-73.8983202,New York,New York,Queens,11377,building
40.8344217,-73.914718,New York,New York,The Bronx,10456,building
40.8093495,-73.9398627,New York,New York,Manhattan,10035,building
40.7770634,-73.9522998,New York,New York,Manhattan,10035,
40.8535911,-73.9359601,New York,New York,Manhattan,10033,
40.8093495,-73.9398627,New York,New York,Manhattan,10035,building
40.604365,-73.9757485,New York,New York,Brooklyn,11223,building
40.7241044,-74.0035529,New York,New York,Manhattan,10012,building
40.5762337,-73.9511136,New York,New York,Brooklyn,11235,building
40.6240315,-73.9954118,New York,New York,Brooklyn,11219,building
40.6941915,-73.913053,New York,New York,Brooklyn,11221,building
40.7158959,-73.989796,New York,New York,Manhattan,10002,building.residential
40.675444,-73.8823121,New York,New York,Brooklyn,11208,building
40.6372695,-73.9712947,New York,New York,Brooklyn,11218,building
40.7052223,-73.7583006,New York,New York,Queens,11412,building.residential
40.7651716,-73.9678719,New York,New York,Manhattan,10065,
40.5863749,-74.1470603,New York,New York,Staten Island,10314,building.residential
40.772751,-73.9650884,New York,New York,Manhattan,10021,building
40.7766673,-73.9439269,New York,New York,Upper East Side,10128,
40.6899365,-73.9294828,New York,New York,Brooklyn,11221,building
40.646116,-73.98134,New York,New York,Kensington,11218,
40.7375173,-73.9979625,New York,New York,Manhattan,10011,building.residential
40.7308571,-73.9878596,New York,New York,Manhattan,10003,building.residential
40.7259203,-73.8814296,New York,New York,Queens,11379,building
40.7435613,-74.0063336,New York,New York,Manhattan,10011,building.residential
40.6045606,-74.0114555,New York,New York,Bath Beach,11214,
40.6283989,-73.9334448,New York,New York,Brooklyn,11234,building
40.7345653,-74.0041732,New York,New York,Manhattan,10014,building.residential
40.8536129,-73.8933593,New York,New York,The Bronx,10457,building
40.6754664,-73.8780744,New York,New York,Brooklyn,11208,building
40.897885,-73.8562199,New York,New York,Wakefield,10466,
40.7564761,-73.7212008,New York,New York,Glen Oaks,11004,
40.6484284,-73.9166783,New York,New York,Brooklyn,11236,building
40.5821761,-74.1078688,New York,New York,Staten Island,10306,building
40.7850141,-73.9481639,New York,New York,Manhattan,10029,building.residential
40.7777833,-73.962008,New York,New York,Manhattan,10028,building
40.7592629,-73.9257407,New York,New York,Astoria,11106,
40.7143933,-74.0088774,New York,New York,Manhattan,10007,building
40.7241883,-73.9804574,New York,New York,Manhattan,10009,building.residential
40.671881,-73.961562,New York,New York,Brooklyn,11238,
40.8522362,-73.8655005,New York,New York,The Bronx,10462,
40.682563,-73.799077,New York,New York,Queens,11436,
40.7143933,-74.0088774,New York,New York,Manhattan,10007,building
40.7248276,-73.9446616,New York,New York,Brooklyn,11222,building.place_of_worship
40.7237571,-74.0021582,New York,New York,SoHo,10012,
40.6877385,-73.9618932,New York,New York,Brooklyn,11238,building
40.6219621,-74.0832854,New York,New York,Staten Island,10304,building
40.8611669,-73.8467192,New York,New York,The Bronx,10469,building
40.6898884,-73.9085265,New York,New York,Brooklyn,11207,building
40.6467032,-73.9685896,New York,New York,Brooklyn,11226,tourism.sights
40.7642499,-73.92761,New York,New York,Queens,11106,building
40.6104417,-74.0628522,New York,New York,Staten Island,10305,building
40.7462947,-73.8595834,New York,New York,Queens,11368,building
40.7573108,-73.8341865,New York,New York,Queens,11354,building
40.7483992,-73.8795703,New York,New York,Queens,11372,
40.7601885,-73.9843625,New York,New York,Manhattan,10019,building.commercial
40.7322799,-73.85181,New York,New York,Queens,11375,building
40.7511183,-73.7160095,New York,New York,Queens,11004,building
40.7932103,-73.8161976,New York,New York,Queens County,11357,building
40.736005,-73.849174,New York,New York,Queens,11375,building.residential
40.6288601,-73.9704912,New York,New York,Brooklyn,11230,building.residential
40.748964,-73.978301,New York,New York,Manhattan,10016,building
40.7563263,-73.8752379,New York,New York,Queens,11372,building.residential
40.8825618,-73.9212739,New York,New York,The Bronx,10463,building
40.7486775,-73.9819284,New York,New York,Manhattan,10016,building.residential
40.7751901,-73.9090015,New York,New York,Queens,11105,
40.7631466,-73.9622114,New York,New York,Manhattan,10065,
40.7380264,-74.0053843,New York,New York,Manhattan,10014,
40.6987743,-73.8529203,New York,New York,Queens County,11416,
40.7376925,-73.8803546,New York,New York,Elmhurst,11373,
40.7544847,-73.8740993,New York,New York,Queens,11372,
40.8214203,-73.8062717,New York,New York,The Bronx,10465,building
40.5904561,-74.1521059,New York,New York,Staten Island,10314,building.residential
40.8296973,-73.8768124,New York,New York,The Bronx,10472,building
40.6987743,-73.8529203,New York,New York,Queens County,11416,
40.8396194,-73.8587548,New York,New York,The Bronx,10462,
40.6944083,-73.9595899,New York,New York,Brooklyn,11205,building
40.6403656,-74.0737574,New York,New York,Staten Island,10301,building.residential
40.8178071,-73.9440991,New York,New York,Manhattan,10030,building
40.7335974,-73.7788656,New York,New York,Queens,11366,building
40.5570416,-74.1462231,New York,New York,Staten Island,10308,building.residential
40.8653458,-73.9073691,New York,New York,The Bronx,10468,healthcare.hospital
40.7226341,-73.8165656,New York,New York,Queens,11367,building
40.8789917,-73.9020914,New York,New York,The Bronx,10463,building
40.7289806,-73.7083891,New York,New York,Queens,11001,building
40.657854,-73.975525,New York,New York,Brooklyn,11218,building
40.7733297,-73.8274665,New York,New York,Queens,11354,
40.6969047,-73.9948252,New York,New York,Brooklyn,11201,building
40.7540089,-73.8189203,New York,New York,Queens,11355,building
40.7486602,-73.9720523,New York,New York,Manhattan,10017,building
40.7536299,-73.88596,New York,New York,Queens County,11372,
40.8247021,-73.8766066,New York,New York,The Bronx,10472,building
40.6157428,-73.9345355,New York,New York,Brooklyn,11234,
40.807969,-73.854213,New York,New York,Clason Point,10473,
40.7226341,-73.8165656,New York,New York,Queens,11367,building
40.7564761,-73.7212008,New York,New York,Glen Oaks,11004,
40.734814,-73.996305,New York,New York,Manhattan,10011,building.residential
40.7408626,-73.7553116,New York,New York,Bayside,11364,
40.7311289,-74.0048678,New York,New York,Manhattan,10014,building
40.6140608,-73.9853215,New York,New York,Brooklyn,11204,building
40.7709381,-73.8973789,New York,New York,Queens,11370,building
40.6180698,-73.9699744,New York,New York,Brooklyn,11230,building.residential
40.665708,-73.976288,New York,New York,Brooklyn,11215,building
40.7723063,-73.9110206,New York,New York,Queens,11105,building
40.6297036,-73.9255951,New York,New York,Brooklyn,11234,building
40.7039659,-73.9210676,New York,New York,Brooklyn,11237,building
40.670563,-73.981488,New York,New York,Brooklyn,11215,building
40.7102471,-73.8049849,New York,New York,Queens,11432,building.residential
40.8165004,-73.9411037,New York,New York,Manhattan,10030,building
40.7316673,-73.996478,New York,New York,Manhattan,10003,education.university
40.7740269,-73.9632939,New York,New York,Manhattan,10021,building
40.6306934,-74.0794192,New York,New York,Staten Island,10304,building
40.701334,-73.772164,New York,New York,Queens,11412,building
40.7366749,-73.9860561,New York,New York,Manhattan,10003,building
40.764924,-73.9907911,New York,New York,Manhattan,10019,building
40.7742274,-73.9588396,New York,New York,Manhattan,10075,building
40.76907,-73.987788,New York,New York,Manhattan,10019,building.residential
40.7346802,-73.7905086,New York,New York,Queens,11365,building
40.701497,-73.7613803,New York,New York,Queens,11412,building.residential
40.6786381,-73.910662,New York,New York,Brooklyn,11233,building
40.5952951,-74.1039687,New York,New York,Staten Island,10304,building
40.7234874,-73.976864,New York,New York,Manhattan,10009,building.residential
40.5461245,-74.1826661,New York,New York,Staten Island,10312,building.residential
40.542861,-74.154978,New York,New York,Staten Island,10308,building
40.641795,-74.090599,New York,New York,New Brighton,10301,
40.7552678,-73.8822127,New York,New York,Queens,11372,building
40.727533,-73.99017,New York,New York,Manhattan,10003,building.residential
40.6020874,-74.071448,New York,New York,Staten Island,10305,building.residential
40.6141658,-74.0353827,New York,New York,Fort Hamilton,11209,
40.8959494,-73.85177,New York,New York,The Bronx,10466,building
40.6212482,-74.0338909,New York,New York,Brooklyn,11209,building
40.5770098,-73.958346,New York,New York,Brooklyn,11235,building.residential
40.6215947,-74.1404429,New York,New York,Staten Island,10314,building
40.7194655,-73.8183058,New York,New York,Queens,11367,building
40.5452993,-74.1492507,New York,New York,Staten Island,10308,building
40.7849374,-73.9480901,New York,New York,Manhattan,10029,building.residential
40.7826608,-73.9723737,New York,New York,Manhattan,10024,building
40.7272034,-73.8471901,New York,New York,Queens,11375,building
40.7330327,-73.9891825,New York,New York,Manhattan,10003,building.residential
40.7201147,-73.9581256,New York,New York,Brooklyn,11249,building
40.6836616,-73.7970345,New York,New York,Queens,11436,building.residential
40.8050658,-73.9524985,New York,New York,Manhattan,10026,building
40.7427717,-73.8796707,New York,New York,Queens,11373,building
40.7710157,-73.9642556,New York,New York,Manhattan,10021,
40.7590132,-73.9612618,New York,New York,Manhattan,10022,building
40.8467388,-73.8189548,New York,New York,The Bronx,10465,building
40.828721,-73.947403,New York,New York,Manhattan,10031,building
40.737003,-73.904942,New York,New York,Queens,11377,building.residential
40.7039425,-73.7459355,New York,New York,Queens,11429,building
40.768361,-73.7747442,New York,New York,Bayside,11361,
40.7492709,-73.8119666,New York,New York,Queens,11355,building
40.764038,-73.993548,New York,New York,Manhattan,10019,building
40.632218,-74.0321902,New York,New York,Brooklyn,11209,building.residential
40.737003,-73.904942,New York,New York,Queens,11377,building.residential
40.7039425,-73.7459355,New York,New York,Queens,11429,building
40.7880839,-73.8180817,New York,New York,Queens,11357,building
40.6697595,-73.8692311,New York,New York,Brooklyn,11208,building
40.6073781,-73.9601827,New York,New York,Brooklyn,11229,building.residential
40.7505242,-73.8847507,New York,New York,Queens,11372,building
40.7574596,-73.9793586,New York,New York,Manhattan,10036,building.residential
40.6435168,-73.9669556,New York,New York,Brooklyn,11218,building
40.7104509,-73.7982064,New York,New York,Queens,11432,building.residential
40.5476973,-74.1752129,New York,New York,Staten Island,10312,building.residential
40.7392555,-73.8523054,New York,New York,Queens,11368,building
40.7238926,-73.9893733,New York,New York,Manhattan,10003,building.residential
40.7206509,-73.808539,New York,New York,Queens,11366,building.residential
40.7482245,-73.9795398,New York,New York,Manhattan,10016,building
40.7052273,-73.8336358,New York,New York,Queens,11415,building
40.6637132,-73.9806843,New York,New York,Brooklyn,11215,building
40.7340094,-73.9963862,New York,New York,Manhattan,10011,building.residential
40.8980177,-73.8977004,New York,New York,The Bronx,10471,building
40.798921,-73.961553,New York,New York,Manhattan,10025,catering.cafe
40.5900537,-74.0906619,New York,New York,Staten Island,10305,building
40.6163216,-74.0374941,New York,New York,Brooklyn,11209,building
40.7258337,-73.7268795,New York,New York,Queens,11426,building
40.9034885,-73.8435964,New York,New York,The Bronx,10466,building
40.7833546,-73.9499982,New York,New York,Upper East Side,10128,
40.5837427,-74.0909372,New York,New York,Staten Island,10305,building
40.708157,-73.944452,New York,New York,Brooklyn,11206,building
40.5855131,-73.9883977,New York,New York,Brooklyn,11214,building
40.7464499,-73.89982,New York,New York,Queens,11377,commercial.convenience
40.7843128,-73.9814804,New York,New York,Manhattan,10024,
40.7475547,-73.718359,New York,New York,Queens,11004,building
40.7959993,-73.9723278,New York,New York,Manhattan,10025,
40.7826176,-73.9820502,New York,New York,Manhattan,10024,building
40.7577974,-73.7159601,New York,New York,Queens,11005,building
40.7022,-73.990838,New York,New York,Brooklyn,11242,building.residential
40.7577974,-73.7159601,New York,New York,Queens,11005,building
40.7022,-73.990838,New York,New York,Brooklyn,11242,building.residential
40.755562,-73.7316684,New York,New York,Queens,11362,building
40.6210191,-73.9921739,New York,New York,Brooklyn,11204,building
40.7200361,-73.8007029,New York,New York,Queens,11432,building
40.7854792,-73.9528586,New York,New York,Manhattan,10128,building
40.6880273,-73.9950123,New York,New York,Cobble Hill,11201,
40.8052328,-73.9407352,New York,New York,Manhattan,10035,building
40.6449836,-73.9738362,New York,New York,Brooklyn,11218,building
40.58761,-73.9698943,New York,New York,Brooklyn,11223,building.residential
40.731874,-73.9921379,New York,New York,Greenwich Village,10003,
40.7376662,-73.8566546,New York,New York,Queens,11368,building.residential
40.7524819,-73.9654633,New York,New York,Manhattan,10017,
40.7698703,-73.9611404,New York,New York,Manhattan,10021,
40.7556274,-73.9614685,New York,New York,Midtown East,10022,
40.7293904,-74.0013331,New York,New York,Greenwich Village,10012,
40.6476837,-73.9519338,New York,New York,Brooklyn,11226,building
40.8847302,-73.8563591,New York,New York,The Bronx,10466,building
40.7494499,-73.8778676,New York,New York,Queens,11372,building
40.7198832,-74.0033836,New York,New York,Manhattan,10013,
40.761641,-73.9702246,New York,New York,Manhattan,10022,building.residential
40.7957847,-73.9498024,New York,New York,Manhattan,10029,
40.6445278,-74.0913961,New York,New York,Staten Island,10301,building
40.7650102,-73.8167757,New York,New York,Flushing,11354,
40.7868879,-73.9805511,New York,New York,Manhattan,10024,building
40.6921191,-73.9498754,New York,New York,Brooklyn,11206,building
40.7047878,-73.8344551,New York,New York,Queens,11418,building
40.7381747,-73.8785246,New York,New York,Queens,11373,building
40.6594527,-73.9975913,New York,New York,Brooklyn,11232,building
40.7655712,-73.979561,New York,New York,Manhattan,10019,
40.6230753,-74.0403471,New York,New York,Brooklyn,11209,building
40.7069134,-74.0085778,New York,New York,Manhattan,10005,building
40.7321377,-73.9947952,New York,New York,Manhattan,10003,
40.6894191,-73.9977098,New York,New York,Brooklyn,11201,building.residential
40.7392152,-73.8301205,New York,New York,Queens,11367,building
40.7627559,-73.8168695,New York,New York,Flushing,11354,
40.5757325,-73.9679335,New York,New York,Brooklyn,11235,building.residential
40.5786214,-73.9515728,New York,New York,Brooklyn,11235,building.residential
40.7770737,-73.7760771,New York,New York,Queens,11360,building
40.7032891,-73.9891782,New York,New York,Brooklyn,11242,
40.7847793,-73.9778528,New York,New York,Manhattan,10024,building
40.8500672,-73.885658,New York,New York,The Bronx,10457,building
40.7154822,-73.8862242,New York,New York,Queens,11379,building
40.848222,-73.9043179,New York,New York,The Bronx,10457,building
40.887362,-73.8321425,New York,New York,The Bronx,10466,building
40.658346,-73.9583816,New York,New York,Brooklyn,11225,building
40.7652485,-73.9824857,New York,New York,Manhattan,10019,building
40.7810674,-73.954925,New York,New York,Manhattan,10128,building
40.7505078,-73.8851355,New York,New York,Queens,11372,building
40.8182411,-73.8863072,New York,New York,The Bronx,10474,building
40.6396832,-74.1652748,New York,New York,Staten Island,10303,
40.7810674,-73.954925,New York,New York,Manhattan,10128,building
40.7375872,-73.7989142,New York,New York,Queens,11365,building
40.7170693,-73.8332429,New York,New York,Forest Hills,11375,
40.8363523,-73.865036,New York,New York,The Bronx,10460,building
40.7267837,-73.8587799,New York,New York,Queens,11374,building.residential
40.7119297,-73.826361,New York,New York,Queens,11415,building
40.6623484,-73.8914648,New York,New York,East New York,11207,
40.7737635,-73.9644574,New York,New York,Manhattan,10021,
40.7325379,-73.8601516,New York,New York,Queens,11374,building
40.5986758,-73.9325474,New York,New York,Gerritsen Beach,11229,
40.7688965,-73.7752498,New York,New York,Queens,11361,building
40.8112605,-73.855529,New York,New York,The Bronx,10473,building
40.7324444,-73.8760359,New York,New York,Queens,11373,building
40.6438485,-73.9016506,New York,New York,Brooklyn,11236,building
40.7230171,-73.8231693,New York,New York,Queens,11367,building
40.7578531,-73.9923304,New York,New York,Manhattan,10036,building.residential
40.788704,-73.84908,New York,New York,Queens,11356,building
40.7717316,-73.9797209,New York,New York,Manhattan,10023,building.residential
40.7407971,-73.9021337,New York,New York,Queens,11377,building
40.6847934,-73.965911,New York,New York,Brooklyn,11238,building
40.5712145,-74.1132944,New York,New York,Staten Island,10306,building
40.6965975,-73.9071739,New York,New York,Brooklyn,11237,building
40.6013587,-74.0073583,New York,New York,Brooklyn,11214,building
40.7245332,-73.8696876,New York,New York,Queens,11379,
40.9117719,-73.9024392,New York,New York,The Bronx,10471,building
40.8807198,-73.8445368,New York,New York,The Bronx,10466,building
40.557402,-74.148792,New York,New York,Staten Island,10308,building.residential
40.5404111,-74.1957141,New York,New York,Staten Island,10312,building.residential
40.7348673,-74.0023636,New York,New York,Manhattan,10014,building.residential
40.6248278,-73.909396,New York,New York,Brooklyn,11234,building
40.5883839,-73.9910376,New York,New York,Brooklyn,11214,building.residential
40.7668236,-73.9239725,New York,New York,Queens,11102,building
40.7157769,-73.99357,New York,New York,Manhattan,10002,building
40.7607762,-73.8197115,New York,New York,Queens,11355,building
40.7101745,-73.8995452,New York,New York,Queens County,11385,building
40.7511218,-73.8614488,New York,New York,Queens,11368,building
40.7306353,-73.8276823,New York,New York,Queens,11367,
40.6330746,-73.9014669,New York,New York,Brooklyn,11236,building
40.7332174,-73.8448704,New York,New York,Queens,11375,building
40.7727705,-73.9787651,New York,New York,Manhattan,10023,building.residential
40.5949347,-73.9347766,New York,New York,Brooklyn,11229,building
40.8729069,-73.8596638,New York,New York,The Bronx,10469,building
40.7812626,-73.7745671,New York,New York,Queens,11360,
40.6634878,-73.9807302,New York,New York,Brooklyn,11215,building
40.6310935,-73.9723541,New York,New York,Brooklyn,11230,building.residential
40.5763957,-73.9575654,New York,New York,Brooklyn,11235,building.residential
40.5466066,-74.1406837,New York,New York,Staten Island,10308,building.residential
40.7368312,-74.0024003,New York,New York,Manhattan,10014,building
40.6241803,-73.9375665,New York,New York,Brooklyn,11210,building
40.7745073,-73.981428,New York,New York,Manhattan,10023,building.residential
40.7261696,-74.0013901,New York,New York,SoHo,10012,
40.7369795,-73.8140379,New York,New York,Queens,11367,building.residential
40.7626705,-73.8191386,New York,New York,Queens,11354,building
40.7564316,-73.9660912,New York,New York,Manhattan,10022,building
40.7231998,-73.8267722,New York,New York,Kew Gardens Hills,11367,
40.7812136,-73.9570373,New York,New York,Manhattan,10128,
40.7592939,-73.8203855,New York,New York,Queens County,11355,building
40.7020349,-73.9899069,New York,New York,Brooklyn,11242,
40.6299057,-73.9265933,New York,New York,Brooklyn,11234,building
40.7526861,-73.7166669,New York,New York,Queens,11004,building
40.7515161,-73.9389442,New York,New York,Queens,11101,building
40.6065668,-73.9413437,New York,New York,Brooklyn,11229,building
40.6342245,-73.9268315,New York,New York,Brooklyn,11234,building
40.6151781,-73.9901308,New York,New York,Brooklyn,11204,building
40.654461,-73.9744629,New York,New York,Brooklyn,11218,building.residential
40.5860215,-73.9668364,New York,New York,Brooklyn,11223,building.residential
40.7630485,-73.9776229,New York,New York,Midtown West,10019,
40.7592091,-73.9760875,New York,New York,Manhattan,10022,building.commercial
40.6960918,-73.9349507,New York,New York,Brooklyn,11206,building.residential
40.6360061,-73.971649,New York,New York,Brooklyn,11218,building
40.7486808,-73.9705383,New York,New York,Manhattan,10017,building
40.6093215,-73.9448683,New York,New York,Brooklyn,11229,building
40.7203199,-73.84052,New York,New York,Queens County,11375,
40.7739672,-73.8277862,New York,New York,Queens,11354,
40.7625546,-73.9703842,New York,New York,Manhattan,10022,
40.7661258,-73.9779145,New York,New York,Manhattan,10019,building
40.7675628,-73.967656,New York,New York,Manhattan,10065,building
40.7376925,-73.8803546,New York,New York,Elmhurst,11373,
40.5636372,-74.1009652,New York,New York,Staten Island,10306,building
40.7081041,-74.0074731,New York,New York,Manhattan,10038,building
40.6680173,-73.8253534,New York,New York,Queens,11420,building
40.7140169,-73.9587962,New York,New York,Brooklyn,11211,building
40.7421583,-73.8191116,New York,New York,Queens,11355,building
40.6259955,-74.0323073,New York,New York,Brooklyn,11209,building
40.7379227,-73.8470718,New York,New York,Queens,11375,building
40.5859774,-73.9869629,New York,New York,Brooklyn,11214,building
40.7661258,-73.9779145,New York,New York,Manhattan,10019,building
40.6360061,-73.971649,New York,New York,Brooklyn,11218,building
40.638118,-74.073964,New York,New York,Staten Island,10301,building.residential
40.697795,-73.995861,New York,New York,Brooklyn,11201,building
40.7147871,-73.9809765,New York,New York,Manhattan,10002,building.residential
40.6359284,-73.9409763,New York,New York,Brooklyn,11210,building
40.8048821,-73.966726,New York,New York,Manhattan,10025,
40.6193771,-73.9717704,New York,New York,Brooklyn,11230,building
40.7273703,-73.9870777,New York,New York,Manhattan,10003,building.residential
40.5986989,-74.1318297,New York,New York,Staten Island,10314,building.residential
40.7899772,-73.828053,New York,New York,Whitestone,11357,
40.7203199,-73.84052,New York,New York,Queens County,11375,
40.688515,-73.916949,New York,New York,Brooklyn,11221,building.residential
40.7379227,-73.8470718,New York,New York,Queens,11375,building
40.7635384,-73.8628798,New York,New York,Queens,11369,building
40.5307866,-74.2217959,New York,New York,Staten Island,10309,building.residential
40.629123,-74.0811056,New York,New York,Staten Island,10304,building
40.6784973,-73.892987,New York,New York,Brooklyn,11207,building
40.7085553,-73.8279947,New York,New York,Queens,11415,building
40.7986288,-73.9351095,New York,New York,Manhattan,10035,building
40.7568027,-73.8736566,New York,New York,North Corona,11372,
40.7688699,-73.9678746,New York,New York,Manhattan,10065,building
40.6655513,-73.9922171,New York,New York,Brooklyn,11215,building.residential
40.7829849,-73.9535589,New York,New York,Manhattan,10128,building
40.7213959,-73.9430921,New York,New York,Brooklyn,11222,building
40.7439196,-73.8992843,New York,New York,Queens,11377,building
40.7623991,-73.9321744,New York,New York,Queens,11106,building
40.7667099,-73.78272,New York,New York,Queens,11361,
40.8389133,-73.8826337,New York,New York,The Bronx,10460,building
40.7286837,-73.8065818,New York,New York,Queens,11365,building
40.5642806,-74.1530498,New York,New York,Staten Island,10308,building.residential
40.6290233,-73.9330774,New York,New York,Brooklyn,11234,building
40.5778456,-73.9670934,New York,New York,Brooklyn,11235,building.residential
40.5877725,-73.9253044,New York,New York,Brooklyn,11229,building
40.5981713,-74.0732699,New York,New York,Staten Island,10305,building
40.8389133,-73.8826337,New York,New York,The Bronx,10460,building
